Metric,Date,Value,Stock
Normalized EBITDA,2025-03-31 00:00:00,13804800000.0,NESTLEIND.NS
Total Unusual Items,2025-03-31 00:00:00,5500000.0,NESTLEIND.NS
Total Unusual Items Excluding Goodwill,2025-03-31 00:00:00,5500000.0,NESTLEIND.NS
Net Income From Continuing Operation Net Minority Interest,2025-03-31 00:00:00,8734900000.0,NESTLEIND.NS
Reconciled Depreciation,2025-03-31 00:00:00,1513500000.0,NESTLEIND.NS
Reconciled Cost Of Revenue,2025-03-31 00:00:00,26114100000.0,NESTLEIND.NS
EBITDA,2025-03-31 00:00:00,13810300000.0,NESTLEIND.NS
EBIT,2025-03-31 00:00:00,12296800000.0,NESTLEIND.NS
Net Interest Income,2025-03-31 00:00:00,192200000.0,NESTLEIND.NS
Interest Expense,2025-03-31 00:00:00,375100000.0,NESTLEIND.NS
Normalized Income,2025-03-31 00:00:00,8730870209.785517,NESTLEIND.NS
Net Income From Continuing And Discontinued Operation,2025-03-31 00:00:00,8734900000.0,NESTLEIND.NS
Total Expenses,2025-03-31 00:00:00,41978000000.0,NESTLEIND.NS
Total Operating Income As Reported,2025-03-31 00:00:00,,NESTLEIND.NS
Diluted Average Shares,2025-03-31 00:00:00,,NESTLEIND.NS
Basic Average Shares,2025-03-31 00:00:00,,NESTLEIND.NS
Diluted EPS,2025-03-31 00:00:00,,NESTLEIND.NS
Basic EPS,2025-03-31 00:00:00,,NESTLEIND.NS
Diluted NI Availto Com Stockholders,2025-03-31 00:00:00,8734900000.0,NESTLEIND.NS
Net Income Common Stockholders,2025-03-31 00:00:00,8734900000.0,NESTLEIND.NS
Otherunder Preferred Stock Dividend,2025-03-31 00:00:00,0.0,NESTLEIND.NS
Net Income,2025-03-31 00:00:00,8734900000.0,NESTLEIND.NS
Net Income Including Noncontrolling Interests,2025-03-31 00:00:00,8734900000.0,NESTLEIND.NS
Net Income Continuous Operations,2025-03-31 00:00:00,8734900000.0,NESTLEIND.NS
Tax Provision,2025-03-31 00:00:00,3186800000.0,NESTLEIND.NS
Pretax Income,2025-03-31 00:00:00,11921700000.0,NESTLEIND.NS
Other Non Operating Income Expenses,2025-03-31 00:00:00,84400000.0,NESTLEIND.NS
Special Income Charges,2025-03-31 00:00:00,-15800000.0,NESTLEIND.NS
Other Special Charges,2025-03-31 00:00:00,-24100000.0,NESTLEIND.NS
Impairment Of Capital Assets,2025-03-31 00:00:00,39900000.0,NESTLEIND.NS
Net Non Operating Interest Income Expense,2025-03-31 00:00:00,192200000.0,NESTLEIND.NS
Interest Expense Non Operating,2025-03-31 00:00:00,375100000.0,NESTLEIND.NS
Operating Income,2025-03-31 00:00:00,12498400000.0,NESTLEIND.NS
Operating Expense,2025-03-31 00:00:00,15863900000.0,NESTLEIND.NS
Other Operating Expenses,2025-03-31 00:00:00,-10436600000.0,NESTLEIND.NS
Depreciation And Amortization In Income Statement,2025-03-31 00:00:00,1513500000.0,NESTLEIND.NS
Depreciation Income Statement,2025-03-31 00:00:00,1513500000.0,NESTLEIND.NS
Gross Profit,2025-03-31 00:00:00,28362300000.0,NESTLEIND.NS
Cost Of Revenue,2025-03-31 00:00:00,26114100000.0,NESTLEIND.NS
Total Revenue,2025-03-31 00:00:00,54476400000.0,NESTLEIND.NS
Operating Revenue,2025-03-31 00:00:00,54476400000.0,NESTLEIND.NS
Tax Effect Of Unusual Items,2024-12-31 00:00:00,-43978067.690962,NESTLEIND.NS
Tax Rate For Calcs,2024-12-31 00:00:00,0.247624,NESTLEIND.NS
Normalized EBITDA,2024-12-31 00:00:00,10993200000.0,NESTLEIND.NS
Total Unusual Items,2024-12-31 00:00:00,-177600000.0,NESTLEIND.NS
Total Unusual Items Excluding Goodwill,2024-12-31 00:00:00,-177600000.0,NESTLEIND.NS
Net Income From Continuing Operation Net Minority Interest,2024-12-31 00:00:00,6880100000.0,NESTLEIND.NS
Reconciled Depreciation,2024-12-31 00:00:00,1325100000.0,NESTLEIND.NS
Reconciled Cost Of Revenue,2024-12-31 00:00:00,20846000000.0,NESTLEIND.NS
EBITDA,2024-12-31 00:00:00,10815600000.0,NESTLEIND.NS
EBIT,2024-12-31 00:00:00,9490500000.0,NESTLEIND.NS
Net Interest Income,2024-12-31 00:00:00,-346000000.0,NESTLEIND.NS
Interest Expense,2024-12-31 00:00:00,346000000.0,NESTLEIND.NS
Normalized Income,2024-12-31 00:00:00,7013721932.309038,NESTLEIND.NS
Net Income From Continuing And Discontinued Operation,2024-12-31 00:00:00,6880100000.0,NESTLEIND.NS
Total Expenses,2024-12-31 00:00:00,37919500000.0,NESTLEIND.NS
Total Operating Income As Reported,2024-12-31 00:00:00,,NESTLEIND.NS
Diluted Average Shares,2024-12-31 00:00:00,1927198880.0,NESTLEIND.NS
Basic Average Shares,2024-12-31 00:00:00,1927198880.0,NESTLEIND.NS
Diluted EPS,2024-12-31 00:00:00,3.57,NESTLEIND.NS
Basic EPS,2024-12-31 00:00:00,3.57,NESTLEIND.NS
Diluted NI Availto Com Stockholders,2024-12-31 00:00:00,6880100000.0,NESTLEIND.NS
Net Income Common Stockholders,2024-12-31 00:00:00,6880100000.0,NESTLEIND.NS
Otherunder Preferred Stock Dividend,2024-12-31 00:00:00,0.0,NESTLEIND.NS
Net Income,2024-12-31 00:00:00,6880100000.0,NESTLEIND.NS
Net Income Including Noncontrolling Interests,2024-12-31 00:00:00,6880100000.0,NESTLEIND.NS
Net Income Continuous Operations,2024-12-31 00:00:00,6880100000.0,NESTLEIND.NS
Tax Provision,2024-12-31 00:00:00,2264400000.0,NESTLEIND.NS
Pretax Income,2024-12-31 00:00:00,9144500000.0,NESTLEIND.NS
Other Non Operating Income Expenses,2024-12-31 00:00:00,44400000.0,NESTLEIND.NS
Special Income Charges,2024-12-31 00:00:00,-177600000.0,NESTLEIND.NS
Other Special Charges,2024-12-31 00:00:00,,NESTLEIND.NS
Impairment Of Capital Assets,2024-12-31 00:00:00,177600000.0,NESTLEIND.NS
Net Non Operating Interest Income Expense,2024-12-31 00:00:00,-346000000.0,NESTLEIND.NS
Interest Expense Non Operating,2024-12-31 00:00:00,346000000.0,NESTLEIND.NS
Operating Income,2024-12-31 00:00:00,9701800000.0,NESTLEIND.NS
Operating Expense,2024-12-31 00:00:00,17073500000.0,NESTLEIND.NS
Other Operating Expenses,2024-12-31 00:00:00,10977800000.0,NESTLEIND.NS
Depreciation And Amortization In Income Statement,2024-12-31 00:00:00,1325100000.0,NESTLEIND.NS
Depreciation Income Statement,2024-12-31 00:00:00,1325100000.0,NESTLEIND.NS
Gross Profit,2024-12-31 00:00:00,26775300000.0,NESTLEIND.NS
Cost Of Revenue,2024-12-31 00:00:00,20846000000.0,NESTLEIND.NS
Total Revenue,2024-12-31 00:00:00,47621300000.0,NESTLEIND.NS
Operating Revenue,2024-12-31 00:00:00,47621300000.0,NESTLEIND.NS
Tax Effect Of Unusual Items,2024-09-30 00:00:00,459758259.471527,NESTLEIND.NS
Tax Rate For Calcs,2024-09-30 00:00:00,0.2507,NESTLEIND.NS
Normalized EBITDA,2024-09-30 00:00:00,11708700000.0,NESTLEIND.NS
Total Unusual Items,2024-09-30 00:00:00,1833900000.0,NESTLEIND.NS
Total Unusual Items Excluding Goodwill,2024-09-30 00:00:00,1833900000.0,NESTLEIND.NS
Net Income From Continuing Operation Net Minority Interest,2024-09-30 00:00:00,8994900000.0,NESTLEIND.NS
Reconciled Depreciation,2024-09-30 00:00:00,1216000000.0,NESTLEIND.NS
Reconciled Cost Of Revenue,2024-09-30 00:00:00,22139200000.0,NESTLEIND.NS
EBITDA,2024-09-30 00:00:00,13542600000.0,NESTLEIND.NS
EBIT,2024-09-30 00:00:00,12326600000.0,NESTLEIND.NS
Net Interest Income,2024-09-30 00:00:00,-322200000.0,NESTLEIND.NS
Interest Expense,2024-09-30 00:00:00,322200000.0,NESTLEIND.NS
Normalized Income,2024-09-30 00:00:00,7620758259.471527,NESTLEIND.NS
Net Income From Continuing And Discontinued Operation,2024-09-30 00:00:00,8994900000.0,NESTLEIND.NS
Total Expenses,2024-09-30 00:00:00,40286300000.0,NESTLEIND.NS
Total Operating Income As Reported,2024-09-30 00:00:00,10671800000.0,NESTLEIND.NS
Diluted Average Shares,2024-09-30 00:00:00,1928167203.0,NESTLEIND.NS
Basic Average Shares,2024-09-30 00:00:00,1928167203.0,NESTLEIND.NS
Diluted EPS,2024-09-30 00:00:00,4.665,NESTLEIND.NS
Basic EPS,2024-09-30 00:00:00,4.665,NESTLEIND.NS
Diluted NI Availto Com Stockholders,2024-09-30 00:00:00,8994900000.0,NESTLEIND.NS
Net Income Common Stockholders,2024-09-30 00:00:00,8994900000.0,NESTLEIND.NS
Otherunder Preferred Stock Dividend,2024-09-30 00:00:00,0.0,NESTLEIND.NS
Net Income,2024-09-30 00:00:00,8994900000.0,NESTLEIND.NS
Net Income Including Noncontrolling Interests,2024-09-30 00:00:00,8994900000.0,NESTLEIND.NS
Net Income Continuous Operations,2024-09-30 00:00:00,8994900000.0,NESTLEIND.NS
Tax Provision,2024-09-30 00:00:00,3009500000.0,NESTLEIND.NS
Pretax Income,2024-09-30 00:00:00,12004400000.0,NESTLEIND.NS
Other Non Operating Income Expenses,2024-09-30 00:00:00,68600000.0,NESTLEIND.NS
Special Income Charges,2024-09-30 00:00:00,1833900000.0,NESTLEIND.NS
Other Special Charges,2024-09-30 00:00:00,-1833900000.0,NESTLEIND.NS
Impairment Of Capital Assets,2024-09-30 00:00:00,0.0,NESTLEIND.NS
Net Non Operating Interest Income Expense,2024-09-30 00:00:00,-322200000.0,NESTLEIND.NS
Interest Expense Non Operating,2024-09-30 00:00:00,322200000.0,NESTLEIND.NS
Operating Income,2024-09-30 00:00:00,10461300000.0,NESTLEIND.NS
Operating Expense,2024-09-30 00:00:00,18147100000.0,NESTLEIND.NS
Other Operating Expenses,2024-09-30 00:00:00,12206800000.0,NESTLEIND.NS
Depreciation And Amortization In Income Statement,2024-09-30 00:00:00,1216000000.0,NESTLEIND.NS
Depreciation Income Statement,2024-09-30 00:00:00,1216000000.0,NESTLEIND.NS
Gross Profit,2024-09-30 00:00:00,28608400000.0,NESTLEIND.NS
Cost Of Revenue,2024-09-30 00:00:00,22139200000.0,NESTLEIND.NS
Total Revenue,2024-09-30 00:00:00,50747600000.0,NESTLEIND.NS
Operating Revenue,2024-09-30 00:00:00,50747600000.0,NESTLEIND.NS
Tax Effect Of Unusual Items,2024-06-30 00:00:00,0.0,NESTLEIND.NS
Tax Rate For Calcs,2024-06-30 00:00:00,0.260103,NESTLEIND.NS
Normalized EBITDA,2024-06-30 00:00:00,11534500000.0,NESTLEIND.NS
Total Unusual Items,2024-06-30 00:00:00,0.0,NESTLEIND.NS
Total Unusual Items Excluding Goodwill,2024-06-30 00:00:00,0.0,NESTLEIND.NS
Net Income From Continuing Operation Net Minority Interest,2024-06-30 00:00:00,7466000000.0,NESTLEIND.NS
Reconciled Depreciation,2024-06-30 00:00:00,1127100000.0,NESTLEIND.NS
Reconciled Cost Of Revenue,2024-06-30 00:00:00,20388400000.0,NESTLEIND.NS
EBITDA,2024-06-30 00:00:00,11534500000.0,NESTLEIND.NS
EBIT,2024-06-30 00:00:00,10407400000.0,NESTLEIND.NS
Net Interest Income,2024-06-30 00:00:00,-316800000.0,NESTLEIND.NS
Interest Expense,2024-06-30 00:00:00,316800000.0,NESTLEIND.NS
Normalized Income,2024-06-30 00:00:00,7466000000.0,NESTLEIND.NS
Net Income From Continuing And Discontinued Operation,2024-06-30 00:00:00,7466000000.0,NESTLEIND.NS
Total Expenses,2024-06-30 00:00:00,37913500000.0,NESTLEIND.NS
Total Operating Income As Reported,2024-06-30 00:00:00,,NESTLEIND.NS
Diluted Average Shares,2024-06-30 00:00:00,1929198966.0,NESTLEIND.NS
Basic Average Shares,2024-06-30 00:00:00,1929198966.0,NESTLEIND.NS
Diluted EPS,2024-06-30 00:00:00,3.87,NESTLEIND.NS
Basic EPS,2024-06-30 00:00:00,3.87,NESTLEIND.NS
Diluted NI Availto Com Stockholders,2024-06-30 00:00:00,7466000000.0,NESTLEIND.NS
Net Income Common Stockholders,2024-06-30 00:00:00,7466000000.0,NESTLEIND.NS
Otherunder Preferred Stock Dividend,2024-06-30 00:00:00,0.0,NESTLEIND.NS
Net Income,2024-06-30 00:00:00,7466000000.0,NESTLEIND.NS
Net Income Including Noncontrolling Interests,2024-06-30 00:00:00,7466000000.0,NESTLEIND.NS
Net Income Continuous Operations,2024-06-30 00:00:00,7466000000.0,NESTLEIND.NS
Tax Provision,2024-06-30 00:00:00,2624600000.0,NESTLEIND.NS
Pretax Income,2024-06-30 00:00:00,10090600000.0,NESTLEIND.NS
Other Non Operating Income Expenses,2024-06-30 00:00:00,391200000.0,NESTLEIND.NS
Special Income Charges,2024-06-30 00:00:00,0.0,NESTLEIND.NS
Other Special Charges,2024-06-30 00:00:00,,NESTLEIND.NS
Impairment Of Capital Assets,2024-06-30 00:00:00,0.0,NESTLEIND.NS
Net Non Operating Interest Income Expense,2024-06-30 00:00:00,-316800000.0,NESTLEIND.NS
Interest Expense Non Operating,2024-06-30 00:00:00,316800000.0,NESTLEIND.NS
Operating Income,2024-06-30 00:00:00,10016200000.0,NESTLEIND.NS
Operating Expense,2024-06-30 00:00:00,17525100000.0,NESTLEIND.NS
Other Operating Expenses,2024-06-30 00:00:00,11553800000.0,NESTLEIND.NS
Depreciation And Amortization In Income Statement,2024-06-30 00:00:00,1127100000.0,NESTLEIND.NS
Depreciation Income Statement,2024-06-30 00:00:00,1127100000.0,NESTLEIND.NS
Gross Profit,2024-06-30 00:00:00,27541300000.0,NESTLEIND.NS
Cost Of Revenue,2024-06-30 00:00:00,20388400000.0,NESTLEIND.NS
Total Revenue,2024-06-30 00:00:00,47929700000.0,NESTLEIND.NS
Operating Revenue,2024-06-30 00:00:00,47929700000.0,NESTLEIND.NS
Tax Effect Of Unusual Items,2023-12-31 00:00:00,,NESTLEIND.NS
Tax Rate For Calcs,2023-12-31 00:00:00,,NESTLEIND.NS
Normalized EBITDA,2023-12-31 00:00:00,,NESTLEIND.NS
Total Unusual Items,2023-12-31 00:00:00,,NESTLEIND.NS
Total Unusual Items Excluding Goodwill,2023-12-31 00:00:00,,NESTLEIND.NS
Net Income From Continuing Operation Net Minority Interest,2023-12-31 00:00:00,,NESTLEIND.NS
Reconciled Depreciation,2023-12-31 00:00:00,,NESTLEIND.NS
Reconciled Cost Of Revenue,2023-12-31 00:00:00,,NESTLEIND.NS
EBITDA,2023-12-31 00:00:00,,NESTLEIND.NS
EBIT,2023-12-31 00:00:00,,NESTLEIND.NS
Net Interest Income,2023-12-31 00:00:00,,NESTLEIND.NS
Interest Expense,2023-12-31 00:00:00,,NESTLEIND.NS
Normalized Income,2023-12-31 00:00:00,,NESTLEIND.NS
Net Income From Continuing And Discontinued Operation,2023-12-31 00:00:00,,NESTLEIND.NS
Total Expenses,2023-12-31 00:00:00,,NESTLEIND.NS
Total Operating Income As Reported,2023-12-31 00:00:00,,NESTLEIND.NS
Diluted Average Shares,2023-12-31 00:00:00,1928264706.0,NESTLEIND.NS
Basic Average Shares,2023-12-31 00:00:00,1928264706.0,NESTLEIND.NS
Diluted EPS,2023-12-31 00:00:00,3.4,NESTLEIND.NS
Basic EPS,2023-12-31 00:00:00,3.4,NESTLEIND.NS
Diluted NI Availto Com Stockholders,2023-12-31 00:00:00,,NESTLEIND.NS
Net Income Common Stockholders,2023-12-31 00:00:00,,NESTLEIND.NS
Otherunder Preferred Stock Dividend,2023-12-31 00:00:00,,NESTLEIND.NS
Net Income,2023-12-31 00:00:00,,NESTLEIND.NS
Net Income Including Noncontrolling Interests,2023-12-31 00:00:00,,NESTLEIND.NS
Net Income Continuous Operations,2023-12-31 00:00:00,,NESTLEIND.NS
Tax Provision,2023-12-31 00:00:00,,NESTLEIND.NS
Pretax Income,2023-12-31 00:00:00,,NESTLEIND.NS
Other Non Operating Income Expenses,2023-12-31 00:00:00,,NESTLEIND.NS
Special Income Charges,2023-12-31 00:00:00,,NESTLEIND.NS
Other Special Charges,2023-12-31 00:00:00,1073000000.0,NESTLEIND.NS
Impairment Of Capital Assets,2023-12-31 00:00:00,143600000.0,NESTLEIND.NS
Net Non Operating Interest Income Expense,2023-12-31 00:00:00,,NESTLEIND.NS
Interest Expense Non Operating,2023-12-31 00:00:00,,NESTLEIND.NS
Operating Income,2023-12-31 00:00:00,,NESTLEIND.NS
Operating Expense,2023-12-31 00:00:00,,NESTLEIND.NS
Other Operating Expenses,2023-12-31 00:00:00,,NESTLEIND.NS
Depreciation And Amortization In Income Statement,2023-12-31 00:00:00,,NESTLEIND.NS
Depreciation Income Statement,2023-12-31 00:00:00,,NESTLEIND.NS
Gross Profit,2023-12-31 00:00:00,,NESTLEIND.NS
Cost Of Revenue,2023-12-31 00:00:00,,NESTLEIND.NS
Total Revenue,2023-12-31 00:00:00,,NESTLEIND.NS
Operating Revenue,2023-12-31 00:00:00,,NESTLEIND.NS
Tax Effect Of Unusual Items,2025-06-30 00:00:00,0.0,INDUSINDBK.NS
Tax Rate For Calcs,2025-06-30 00:00:00,0.251793,INDUSINDBK.NS
Total Unusual Items,2025-06-30 00:00:00,0.0,INDUSINDBK.NS
Total Unusual Items Excluding Goodwill,2025-06-30 00:00:00,0.0,INDUSINDBK.NS
Net Income From Continuing Operation Net Minority Interest,2025-06-30 00:00:00,6040700000.0,INDUSINDBK.NS
Net Interest Income,2025-06-30 00:00:00,46398200000.0,INDUSINDBK.NS
Interest Expense,2025-06-30 00:00:00,76240600000.0,INDUSINDBK.NS
Interest Income,2025-06-30 00:00:00,122638800000.0,INDUSINDBK.NS
Normalized Income,2025-06-30 00:00:00,6040700000.0,INDUSINDBK.NS
Net Income From Continuing And Discontinued Operation,2025-06-30 00:00:00,6040700000.0,INDUSINDBK.NS
Diluted Average Shares,2025-06-30 00:00:00,779445161.0,INDUSINDBK.NS
Basic Average Shares,2025-06-30 00:00:00,779445161.0,INDUSINDBK.NS
Diluted EPS,2025-06-30 00:00:00,7.75,INDUSINDBK.NS
Basic EPS,2025-06-30 00:00:00,7.75,INDUSINDBK.NS
Diluted NI Availto Com Stockholders,2025-06-30 00:00:00,6040700000.0,INDUSINDBK.NS
Net Income Common Stockholders,2025-06-30 00:00:00,6040700000.0,INDUSINDBK.NS
Net Income,2025-06-30 00:00:00,6040700000.0,INDUSINDBK.NS
Net Income Including Noncontrolling Interests,2025-06-30 00:00:00,6040700000.0,INDUSINDBK.NS
Net Income Extraordinary,2025-06-30 00:00:00,0.0,INDUSINDBK.NS
Net Income Continuous Operations,2025-06-30 00:00:00,6040700000.0,INDUSINDBK.NS
Tax Provision,2025-06-30 00:00:00,2032800000.0,INDUSINDBK.NS
Pretax Income,2025-06-30 00:00:00,8073300000.0,INDUSINDBK.NS
Special Income Charges,2025-06-30 00:00:00,0.0,INDUSINDBK.NS
Operating Expense,2025-06-30 00:00:00,42294200000.0,INDUSINDBK.NS
Other Operating Expenses,2025-06-30 00:00:00,24241500000.0,INDUSINDBK.NS
Total Revenue,2025-06-30 00:00:00,67967400000.0,INDUSINDBK.NS
Operating Revenue,2025-06-30 00:00:00,67967400000.0,INDUSINDBK.NS
Tax Effect Of Unusual Items,2025-03-31 00:00:00,4523855.299756,INDUSINDBK.NS
Tax Rate For Calcs,2025-03-31 00:00:00,0.227033,INDUSINDBK.NS
Total Unusual Items,2025-03-31 00:00:00,19926000.0,INDUSINDBK.NS
Total Unusual Items Excluding Goodwill,2025-03-31 00:00:00,19926000.0,INDUSINDBK.NS
Net Income From Continuing Operation Net Minority Interest,2025-03-31 00:00:00,-23288700000.0,INDUSINDBK.NS
Net Interest Income,2025-03-31 00:00:00,30483340000.0,INDUSINDBK.NS
Interest Expense,2025-03-31 00:00:00,75855103000.0,INDUSINDBK.NS
Interest Income,2025-03-31 00:00:00,106338443000.0,INDUSINDBK.NS
Normalized Income,2025-03-31 00:00:00,-23304102144.700245,INDUSINDBK.NS
Net Income From Continuing And Discontinued Operation,2025-03-31 00:00:00,-23288700000.0,INDUSINDBK.NS
Diluted Average Shares,2025-03-31 00:00:00,,INDUSINDBK.NS
Basic Average Shares,2025-03-31 00:00:00,,INDUSINDBK.NS
Diluted EPS,2025-03-31 00:00:00,,INDUSINDBK.NS
Basic EPS,2025-03-31 00:00:00,,INDUSINDBK.NS
Diluted NI Availto Com Stockholders,2025-03-31 00:00:00,-23288700000.0,INDUSINDBK.NS
Net Income Common Stockholders,2025-03-31 00:00:00,-23288700000.0,INDUSINDBK.NS
Net Income,2025-03-31 00:00:00,-23288700000.0,INDUSINDBK.NS
Net Income Including Noncontrolling Interests,2025-03-31 00:00:00,-23288654000.0,INDUSINDBK.NS
Net Income Extraordinary,2025-03-31 00:00:00,0.0,INDUSINDBK.NS
Net Income Continuous Operations,2025-03-31 00:00:00,-23288654000.0,INDUSINDBK.NS
Tax Provision,2025-03-31 00:00:00,-6840400000.0,INDUSINDBK.NS
Pretax Income,2025-03-31 00:00:00,-30129600000.0,INDUSINDBK.NS
Special Income Charges,2025-03-31 00:00:00,19926000.0,INDUSINDBK.NS
Operating Expense,2025-03-31 00:00:00,40124969000.0,INDUSINDBK.NS
Other Operating Expenses,2025-03-31 00:00:00,26463900000.0,INDUSINDBK.NS
Total Revenue,2025-03-31 00:00:00,35322574000.0,INDUSINDBK.NS
Operating Revenue,2025-03-31 00:00:00,35322574000.0,INDUSINDBK.NS
Tax Effect Of Unusual Items,2024-12-31 00:00:00,0.0,INDUSINDBK.NS
Tax Rate For Calcs,2024-12-31 00:00:00,0.244839,INDUSINDBK.NS
Total Unusual Items,2024-12-31 00:00:00,0.0,INDUSINDBK.NS
Total Unusual Items Excluding Goodwill,2024-12-31 00:00:00,0.0,INDUSINDBK.NS
Net Income From Continuing Operation Net Minority Interest,2024-12-31 00:00:00,14023300000.0,INDUSINDBK.NS
Net Interest Income,2024-12-31 00:00:00,52280900000.0,INDUSINDBK.NS
Interest Expense,2024-12-31 00:00:00,75726800000.0,INDUSINDBK.NS
Interest Income,2024-12-31 00:00:00,128007700000.0,INDUSINDBK.NS
Normalized Income,2024-12-31 00:00:00,14023300000.0,INDUSINDBK.NS
Net Income From Continuing And Discontinued Operation,2024-12-31 00:00:00,14023300000.0,INDUSINDBK.NS
Diluted Average Shares,2024-12-31 00:00:00,779072222.0,INDUSINDBK.NS
Basic Average Shares,2024-12-31 00:00:00,778639645.0,INDUSINDBK.NS
Diluted EPS,2024-12-31 00:00:00,18.0,INDUSINDBK.NS
Basic EPS,2024-12-31 00:00:00,18.01,INDUSINDBK.NS
Diluted NI Availto Com Stockholders,2024-12-31 00:00:00,14023300000.0,INDUSINDBK.NS
Net Income Common Stockholders,2024-12-31 00:00:00,14023300000.0,INDUSINDBK.NS
Net Income,2024-12-31 00:00:00,14023300000.0,INDUSINDBK.NS
Net Income Including Noncontrolling Interests,2024-12-31 00:00:00,14023300000.0,INDUSINDBK.NS
Net Income Extraordinary,2024-12-31 00:00:00,0.0,INDUSINDBK.NS
Net Income Continuous Operations,2024-12-31 00:00:00,14023300000.0,INDUSINDBK.NS
Tax Provision,2024-12-31 00:00:00,4546700000.0,INDUSINDBK.NS
Pretax Income,2024-12-31 00:00:00,18570200000.0,INDUSINDBK.NS
Special Income Charges,2024-12-31 00:00:00,0.0,INDUSINDBK.NS
Operating Expense,2024-12-31 00:00:00,39824700000.0,INDUSINDBK.NS
Other Operating Expenses,2024-12-31 00:00:00,24996500000.0,INDUSINDBK.NS
Total Revenue,2024-12-31 00:00:00,75831200000.0,INDUSINDBK.NS
Operating Revenue,2024-12-31 00:00:00,75831200000.0,INDUSINDBK.NS
Tax Effect Of Unusual Items,2024-09-30 00:00:00,0.0,INDUSINDBK.NS
Tax Rate For Calcs,2024-09-30 00:00:00,0.251988,INDUSINDBK.NS
Total Unusual Items,2024-09-30 00:00:00,0.0,INDUSINDBK.NS
Total Unusual Items Excluding Goodwill,2024-09-30 00:00:00,0.0,INDUSINDBK.NS
Net Income From Continuing Operation Net Minority Interest,2024-09-30 00:00:00,13312900000.0,INDUSINDBK.NS
Net Interest Income,2024-09-30 00:00:00,53472600000.0,INDUSINDBK.NS
Interest Expense,2024-09-30 00:00:00,73390200000.0,INDUSINDBK.NS
Interest Income,2024-09-30 00:00:00,126862800000.0,INDUSINDBK.NS
Normalized Income,2024-09-30 00:00:00,13312900000.0,INDUSINDBK.NS
Net Income From Continuing And Discontinued Operation,2024-09-30 00:00:00,13312900000.0,INDUSINDBK.NS
Diluted Average Shares,2024-09-30 00:00:00,779443794.0,INDUSINDBK.NS
Basic Average Shares,2024-09-30 00:00:00,778987712.0,INDUSINDBK.NS
Diluted EPS,2024-09-30 00:00:00,17.08,INDUSINDBK.NS
Basic EPS,2024-09-30 00:00:00,17.09,INDUSINDBK.NS
Diluted NI Availto Com Stockholders,2024-09-30 00:00:00,13312900000.0,INDUSINDBK.NS
Net Income Common Stockholders,2024-09-30 00:00:00,13312900000.0,INDUSINDBK.NS
Net Income,2024-09-30 00:00:00,13312900000.0,INDUSINDBK.NS
Net Income Including Noncontrolling Interests,2024-09-30 00:00:00,13312900000.0,INDUSINDBK.NS
Net Income Extraordinary,2024-09-30 00:00:00,0.0,INDUSINDBK.NS
Net Income Continuous Operations,2024-09-30 00:00:00,13312900000.0,INDUSINDBK.NS
Tax Provision,2024-09-30 00:00:00,4484700000.0,INDUSINDBK.NS
Pretax Income,2024-09-30 00:00:00,17797300000.0,INDUSINDBK.NS
Special Income Charges,2024-09-30 00:00:00,0.0,INDUSINDBK.NS
Operating Expense,2024-09-30 00:00:00,39324000000.0,INDUSINDBK.NS
Other Operating Expenses,2024-09-30 00:00:00,24274700000.0,INDUSINDBK.NS
Total Revenue,2024-09-30 00:00:00,75322300000.0,INDUSINDBK.NS
Operating Revenue,2024-09-30 00:00:00,75322300000.0,INDUSINDBK.NS
Tax Effect Of Unusual Items,2024-06-30 00:00:00,0.0,INDUSINDBK.NS
Tax Rate For Calcs,2024-06-30 00:00:00,0.251981,INDUSINDBK.NS
Total Unusual Items,2024-06-30 00:00:00,0.0,INDUSINDBK.NS
Total Unusual Items Excluding Goodwill,2024-06-30 00:00:00,0.0,INDUSINDBK.NS
Net Income From Continuing Operation Net Minority Interest,2024-06-30 00:00:00,21707900000.0,INDUSINDBK.NS
Net Interest Income,2024-06-30 00:00:00,54076300000.0,INDUSINDBK.NS
Interest Expense,2024-06-30 00:00:00,71391400000.0,INDUSINDBK.NS
Interest Income,2024-06-30 00:00:00,125467700000.0,INDUSINDBK.NS
Normalized Income,2024-06-30 00:00:00,21707900000.0,INDUSINDBK.NS
Net Income From Continuing And Discontinued Operation,2024-06-30 00:00:00,21707900000.0,INDUSINDBK.NS
Diluted Average Shares,2024-06-30 00:00:00,779457810.0,INDUSINDBK.NS
Basic Average Shares,2024-06-30 00:00:00,778339907.0,INDUSINDBK.NS
Diluted EPS,2024-06-30 00:00:00,27.85,INDUSINDBK.NS
Basic EPS,2024-06-30 00:00:00,27.89,INDUSINDBK.NS
Diluted NI Availto Com Stockholders,2024-06-30 00:00:00,21707900000.0,INDUSINDBK.NS
Net Income Common Stockholders,2024-06-30 00:00:00,21707900000.0,INDUSINDBK.NS
Net Income,2024-06-30 00:00:00,21707900000.0,INDUSINDBK.NS
Net Income Including Noncontrolling Interests,2024-06-30 00:00:00,21707900000.0,INDUSINDBK.NS
Net Income Extraordinary,2024-06-30 00:00:00,0.0,INDUSINDBK.NS
Net Income Continuous Operations,2024-06-30 00:00:00,21707900000.0,INDUSINDBK.NS
Tax Provision,2024-06-30 00:00:00,7312400000.0,INDUSINDBK.NS
Pretax Income,2024-06-30 00:00:00,29019600000.0,INDUSINDBK.NS
